Attendance_%,QuizScore_%,StudyHours_PerDay,PerformanceScore
80,80,7,91.47
44,94,8,86.17
78,50,1,54.57
52,70,3,59.27
91,78,1,72.3
76,75,5,81.6
67,61,8,85.27
87,67,4,77.1
100,86,8,105.42
100,43,3,71.68
75,35,3,55.16
58,95,3,73.02
41,78,4,63.82
65,47,3,55.7
70,35,3,56.75
57,42,2,50.38
63,60,2,60.01
83,98,3,86.37
93,73,4,83.83
44,39,6,56.42
46,48,6,62.97
88,83,1,73.28
49,90,5,77.02
81,97,4,86.56
62,48,6,69.57
78,51,4,67.24
72,78,1,62.47
82,68,6,81.57
49,38,3,49.68
65,69,5,71.93
77,67,4,71.22
41,57,8,72.71
99,59,8,94.81
44,50,6,59.11
88,85,2,75.69
72,95,7,96.78
51,76,4,68.98
99,86,2,80.24
50,72,8,78.57
84,51,7,79.71
63,35,1,43.82
70,92,1,70.18
75,73,2,67.67
56,68,4,67.92
49,88,3,69.0
40,77,5,66.29
59,83,5,74.66
61,61,3,59.64
93,99,4,91.97
47,61,2,49.39
46,66,4,60.47
85,40,1,51.71
40,50,3,49.96
47,79,3,63.18
88,39,4,66.25
98,46,3,70.99
94,76,7,95.84
65,89,8,95.72
46,92,8,84.83
78,47,6,71.96
70,74,7,86.02
92,59,6,84.53
47,55,6,65.99
55,88,5,76.35
88,93,2,83.3
87,39,4,66.6
58,62,5,69.55
83,49,4,70.49
90,73,8,99.54
97,59,3,71.59
46,88,6,78.25
49,58,2,50.1
65,40,5,64.61
63,72,6,79.35
66,57,2,59.42
62,56,1,53.19
88,66,8,90.81
85,56,6,82.08
90,51,4,70.92
81,66,8,90.11
49,57,7,70.19
93,62,5,81.99
84,49,2,62.67
78,69,6,80.49
48,72,8,78.31
42,73,5,63.08
68,74,7,83.52
51,94,7,86.31
89,61,5,81.33
62,95,7,93.59
64,92,7,92.51
54,80,1,55.82
81,54,8,84.61
98,84,5,92.5
69,85,6,85.86
48,77,1,54.66
80,94,4,85.34
51,46,4,53.26
74,81,4,78.42
65,74,8,89.09
60,79,8,85.71
58,36,3,52.27
64,65,8,83.12
42,87,6,77.62
75,43,1,51.08
54,86,5,76.92
78,98,2,79.16
55,68,5,67.86
65,37,7,69.2
59,64,1,50.57
51,79,7,78.16
91,92,6,96.86
90,64,4,78.64
87,45,3,66.47
48,88,3,64.88
97,92,1,78.7
77,88,8,99.76
99,41,2,64.69
49,91,7,83.3
51,66,6,72.12
75,60,4,67.73
41,86,4,67.83
99,47,2,65.43
62,65,8,85.44
90,85,2,79.14
79,85,3,75.93
47,72,6,70.53
94,80,6,92.56
70,65,6,79.0
97,93,8,107.45
58,48,2,52.33
74,64,7,81.24
96,58,4,76.52
89,70,7,90.84
57,38,7,65.66
70,40,6,70.29
43,52,1,43.79
69,79,6,80.69
92,40,2,62.87
43,47,8,70.08
94,43,2,65.67
91,75,6,88.76
73,52,2,60.73
81,79,5,85.92
63,85,2,67.91
95,96,8,106.93
72,84,7,88.96
97,71,4,83.59
90,78,2,75.28
88,53,4,74.74
62,98,3,76.22
74,36,7,71.55
56,84,2,62.94
55,80,1,58.09
53,86,7,85.01
77,97,4,88.01
40,41,2,43.18
51,65,3,60.92
61,68,3,64.58
66,97,4,84.04
78,95,7,98.7
67,65,2,63.46
59,85,4,73.41
48,40,3,47.42
51,78,8,81.54
42,45,5,55.93
87,76,3,77.8
63,46,7,73.34
44,41,7,61.91
92,68,1,65.65
53,67,1,49.05
72,58,8,83.48
52,66,3,58.35
63,95,5,83.5
73,56,1,58.57
55,43,8,71.43
73,83,2,68.39
81,100,8,104.67
71,81,6,82.52
65,86,8,91.35
99,39,4,72.73
99,39,6,77.71
83,76,3,77.94
71,97,3,79.16
93,57,2,69.25
83,64,5,76.6
74,43,4,62.46
55,64,7,76.57
81,69,4,73.02
96,52,7,85.3
61,35,1,43.63
74,59,3,63.09
77,88,1,72.54
65,62,2,60.02
42,72,2,53.92
98,65,2,74.59
56,93,8,92.54
100,56,6,85.45
43,79,8,78.69
46,61,4,55.98
53,38,2,45.72
76,77,7,90.66
64,67,5,74.5
88,97,7,103.76
84,98,8,103.43
65,58,4,67.45
52,86,1,61.08
64,95,5,84.93
88,35,1,50.73
83,56,8,88.69
44,97,8,87.57
70,53,7,74.79
62,73,3,67.39
66,78,3,66.83
81,81,4,82.79
66,36,3,53.35
93,55,4,74.83
77,58,6,79.08
57,97,7,89.21
89,45,4,69.32
62,70,6,76.05
48,98,4,75.85
97,54,5,79.7
45,91,6,76.22
47,76,5,68.76
92,91,4,90.28
64,93,7,92.35
60,67,5,68.24
41,56,1,44.73
84,86,3,77.45
96,44,5,77.93
56,89,6,83.71
81,48,4,67.03
92,74,8,97.11
97,59,1,65.48
84,58,6,77.87
67,54,3,59.28
51,38,7,61.74
54,80,5,74.66
71,43,7,71.58
73,87,1,65.44
95,80,4,85.5
50,68,1,48.35
76,72,6,85.78
88,50,1,56.36
46,39,7,60.91
72,57,7,81.13
92,58,5,80.39
64,36,5,57.66
71,98,2,73.51
76,55,3,64.91
87,50,8,84.43
100,61,8,98.17
61,88,7,84.81
91,50,3,68.05
83,58,6,77.51
67,74,5,76.11
49,36,7,61.23
47,41,6,57.75
99,69,8,98.25
83,56,6,80.37
88,55,5,78.56
96,47,8,90.07
75,95,4,81.83
53,88,8,85.54
70,77,5,78.53
48,68,3,59.03
40,42,3,45.02
40,65,5,60.88
46,44,5,55.54
81,78,8,93.59
89,90,3,82.99
97,48,8,90.82
86,89,3,83.58
90,54,8,92.27
73,40,7,73.25
46,64,4,61.89
91,82,2,75.04
81,35,7,72.56
58,41,6,63.26
45,92,7,82.05
72,39,8,78.59
76,72,3,70.24
58,60,5,68.07
43,68,3,58.71
77,100,7,100.48
85,39,8,79.94
84,98,5,90.36
73,73,5,81.12
44,50,6,59.63
79,63,5,78.45
78,35,3,58.33
81,97,5,89.78
95,56,5,81.72
73,40,1,52.05
82,37,3,57.32
40,97,5,77.43
44,65,7,70.32
95,75,5,88.67
74,60,4,69.86
91,42,4,68.37
71,39,3,54.91
100,70,5,87.6
99,61,7,94.4
41,38,4,48.88
40,83,1,53.99
73,70,6,81.68
49,83,5,72.98
62,39,2,46.06
76,67,1,61.43
60,69,4,66.42
96,52,7,88.9
42,81,3,61.28
88,60,6,82.53
64,100,4,79.12
61,84,5,75.57
45,42,6,59.11
44,51,1,40.69
90,68,4,79.87
68,72,1,60.24
89,88,4,87.36
81,47,5,68.28
77,58,1,55.43
56,82,4,72.12
90,74,4,84.5
62,67,2,58.58
47,62,6,67.18
93,39,4,66.42
40,86,3,64.24
75,81,1,65.39
63,59,7,74.53
56,89,6,82.5
46,99,6,81.46
80,81,6,89.82
61,86,7,88.02
93,73,8,99.16
54,70,4,65.66
60,48,1,47.21
45,99,6,81.87
97,96,3,87.42
95,37,6,75.17
99,83,5,89.86
99,37,5,73.63
95,98,3,86.63
74,61,2,60.65
46,44,3,47.66
44,91,2,59.79
54,54,6,66.98
40,67,5,60.03
89,93,6,98.06
85,69,1,68.27
93,59,1,67.45
53,79,3,67.21
42,66,2,53.35
90,86,8,103.5
54,75,3,66.0
85,54,4,70.52
82,35,5,67.56
68,85,7,87.9
78,48,7,76.97
41,38,5,50.22
53,68,7,76.72
56,100,3,76.73
78,64,5,75.44
85,67,1,67.11
88,67,1,65.49
67,52,3,57.35
42,40,7,59.94
65,38,3,54.29
69,82,2,70.53
82,67,2,69.24
100,47,5,79.43
64,54,6,71.89
94,54,2,67.08
55,83,2,65.68
88,48,5,75.36
90,54,7,84.79
94,76,8,98.26
88,62,3,72.96
82,89,7,96.56
88,72,3,74.91
92,80,2,76.53
90,42,6,76.45
56,37,3,50.02
95,67,2,70.73
60,44,6,65.24
64,52,3,55.7
46,87,6,75.39
57,43,6,64.36
94,40,4,66.97
82,99,5,90.9
74,84,1,68.18
56,37,8,71.85
100,50,1,62.26
74,68,6,81.34
78,38,5,67.75
76,36,3,56.08
79,64,2,64.28
43,82,5,70.74
48,83,8,86.09
65,57,3,59.17
86,58,3,72.56
66,87,5,80.2
69,65,1,58.32
76,46,7,76.76
60,73,4,69.01
69,72,8,89.65
56,98,3,71.05
42,77,7,73.29
43,39,4,50.24
87,89,4,83.77
66,60,1,52.92
93,62,2,67.77
51,57,5,63.89
81,43,1,55.7
56,86,7,82.54
70,65,7,83.68
59,88,4,73.88
77,81,1,64.31
60,81,5,74.08
71,40,2,54.01
87,79,3,76.33
42,85,1,57.15
60,94,8,94.25
91,72,8,95.98
98,81,1,76.53
58,71,2,59.82
52,92,2,63.83
54,91,6,79.7
95,81,7,99.78
96,42,7,80.87
43,53,2,47.06
93,98,1,78.52
46,62,2,51.3
44,85,4,67.84
47,48,8,71.11
66,90,5,79.55
49,67,2,55.92
87,93,4,85.19
51,41,3,49.87
70,83,1,66.13
48,60,6,64.82
50,50,7,65.78
93,38,2,59.92
83,89,3,78.06
68,48,5,64.45
78,53,4,68.06
84,83,1,72.81
98,71,2,73.01
41,47,2,45.1
82,91,2,77.16
90,70,3,75.55
97,69,6,87.6
60,57,5,68.35
49,72,2,56.8
58,35,4,52.25
50,57,2,51.3
89,74,1,71.24
51,76,1,54.39
61,38,6,63.46
62,50,7,72.15
90,93,2,82.74
44,64,4,61.94
99,58,6,86.11
60,76,5,71.63
64,59,5,68.31
65,78,8,91.31
76,37,5,64.18
53,66,7,77.22
63,46,8,76.61
42,78,4,66.75
72,84,4,77.71
100,73,5,88.19
75,64,5,78.39
46,81,7,80.32
47,61,2,49.26
64,35,4,53.15
85,69,1,65.09
85,41,1,55.46
81,94,5,92.25
80,82,5,84.82
46,75,2,55.18
43,74,8,76.16
56,78,3,65.91
73,97,7,96.67
66,74,4,69.28
46,60,6,63.41
66,79,8,92.07
57,47,6,67.38
97,71,8,101.23
77,37,4,61.13
68,80,3,68.31
60,43,4,59.54
54,95,6,83.11
56,73,8,81.94
47,73,3,60.9
51,93,5,79.16
87,78,6,89.93
99,93,6,99.38
52,36,4,51.7
64,71,7,82.43
81,74,3,73.34
100,49,4,75.03
75,90,5,86.94
42,96,3,64.21
76,38,2,52.77
49,70,2,52.67
53,91,7,85.94
100,79,7,99.07
66,58,6,75.95
40,58,6,62.17
96,77,7,97.72
81,65,3,69.69
71,41,4,61.43
78,59,2,62.98
100,81,3,85.99
82,50,3,64.14
98,70,4,82.98
81,95,2,77.72
81,81,3,78.96
99,91,5,96.5
82,56,6,77.01
82,80,4,79.8
89,72,4,81.09
40,57,2,48.25
85,51,6,75.72
89,61,8,92.47
84,58,5,76.23
98,77,3,83.78
81,35,6,73.36
71,56,3,61.53
61,72,1,55.25
72,64,6,79.28
68,51,2,57.49
50,73,5,68.03
98,96,2,85.38
95,73,6,89.87
69,89,4,77.06
86,57,1,63.3
64,45,6,67.33
99,44,7,86.98
78,61,1,59.47
84,48,6,74.95
49,60,7,70.31
75,44,8,79.02
57,57,2,54.87
54,49,1,42.79
71,37,5,62.02
59,95,4,75.46
44,37,5,52.54
41,94,7,79.75
50,39,3,49.01
53,36,6,60.43
61,49,1,45.1
59,38,4,57.34
57,85,2,67.18
84,61,3,68.95
50,83,8,86.65
60,42,1,47.37
98,97,2,88.53
51,63,2,50.62
53,66,3,60.13
80,87,1,71.16
90,52,7,85.6
88,39,6,77.25
58,70,6,74.88
72,86,1,66.51
71,97,6,88.36
94,94,6,101.27
42,60,8,70.27
92,66,1,68.45
71,72,3,66.83
79,57,7,81.62
65,93,8,95.17
67,82,3,68.9
46,58,6,64.59
66,89,8,94.93
87,70,2,68.89
95,92,7,100.62
58,89,2,66.3
44,85,5,74.26
93,36,8,86.35
94,41,6,76.7
45,92,8,84.01
78,71,3,73.08
45,82,7,80.81
68,89,6,87.17
46,93,7,81.74
58,90,4,77.16
43,57,6,66.81
72,49,5,67.56
64,41,5,59.75
53,78,3,62.39
45,72,2,55.25
41,81,4,64.12
94,52,4,72.7
98,38,1,59.57
81,98,4,87.05
86,36,1,53.41
65,98,4,81.13
48,66,1,51.05
64,96,1,68.94
43,84,8,83.02
47,82,5,68.9
69,67,7,82.56
77,73,1,66.39
60,35,1,42.55
57,85,5,79.66
43,78,2,55.77
71,68,3,66.17
67,46,5,62.67
44,51,5,60.27
100,96,1,85.16
49,66,2,51.77
43,55,8,69.86
73,54,7,76.87
70,97,5,89.2
52,82,6,75.79
99,95,4,94.96
75,79,3,74.14
54,44,4,57.31
42,89,4,66.19
48,74,1,54.32
61,83,6,81.38
56,65,5,66.33
79,41,4,61.87
89,84,5,86.85
92,49,8,91.05
75,82,5,84.18
74,59,5,74.8
48,60,8,76.2
68,93,3,74.13
90,65,6,86.86
76,76,2,68.38
45,47,4,52.52
81,81,6,88.95
80,100,3,82.21
43,39,6,54.13
44,88,3,67.11
63,81,2,68.56
74,97,7,94.49
44,68,6,71.52
46,72,3,57.64
97,91,3,85.8
89,97,8,104.15
87,73,4,77.89
98,100,4,94.47
63,38,7,67.15
81,74,3,72.2
50,90,3,67.86
96,43,1,59.87
88,48,5,73.7
60,51,4,60.86
72,77,1,64.96
57,82,2,63.04
92,69,8,98.56
80,35,6,69.34
40,72,2,53.09
61,47,7,69.61
93,74,8,97.16
70,42,1,49.96
71,74,6,82.76
76,56,7,78.96
69,75,6,82.07
90,68,1,64.98
59,61,4,61.93
51,94,3,71.76
60,77,8,87.7
92,44,7,84.54
76,79,1,65.1
65,91,1,66.02
48,82,2,60.77
99,67,5,86.5
89,88,4,84.32
78,100,8,100.59
73,69,2,67.4
74,74,4,78.08
100,97,2,86.23
59,61,4,66.81
52,62,8,79.7
67,76,6,79.07
84,78,2,74.65
73,50,6,72.51
50,47,1,41.15
91,52,8,88.36
73,88,2,70.17
87,47,5,74.02
99,95,8,109.54
89,93,1,74.54
82,77,5,81.3
67,62,4,64.92
95,59,5,82.1
54,35,4,49.97
52,36,3,44.36
78,60,1,61.85
90,64,2,67.11
94,90,6,100.17
67,58,8,82.91
99,85,5,91.68
44,96,2,64.67
70,90,2,74.25
58,48,1,45.9
42,93,8,83.45
99,70,2,78.03
45,84,7,80.46
61,98,4,80.83
60,59,7,72.94
96,97,8,112.11
69,61,6,73.99
77,82,7,89.14
64,87,6,84.23
43,49,3,49.27
61,45,1,48.18
57,67,5,66.84
88,38,8,81.6
48,47,2,43.69
75,80,4,78.43
42,49,8,71.22
53,69,1,54.99
51,58,4,60.33
91,95,1,78.36
64,39,7,67.59
47,53,8,69.33
79,78,1,64.58
55,54,3,58.42
52,65,2,51.8
64,91,5,83.87
97,97,4,96.05
52,80,1,54.45
99,67,1,70.03
89,41,5,69.07
51,51,6,67.11
86,58,8,92.51
85,38,4,65.91
97,73,5,87.74
71,65,2,65.14
72,70,1,62.41
68,81,3,71.64
56,86,2,64.44
65,76,5,78.31
65,44,4,62.59
70,86,8,94.93
83,60,6,80.83
78,91,7,97.58
84,35,2,56.69
82,98,1,78.47
81,75,4,79.1
100,81,2,78.29
75,72,1,63.82
92,85,2,77.5
69,55,1,51.85
61,39,3,53.83
81,48,8,82.18
77,75,1,67.22
86,36,4,65.52
67,51,5,68.48
40,69,2,48.84
53,83,4,70.39
65,74,6,76.76
76,93,2,78.53
47,70,8,80.22
49,79,2,58.73
43,89,6,77.15
54,82,8,89.27
76,43,7,77.17
50,91,3,67.12
58,69,5,68.87
68,89,1,69.49
72,67,2,60.83
44,76,5,65.86
52,58,8,78.09
80,82,2,73.97
72,39,5,66.23
61,69,1,57.83
40,55,1,39.55
66,59,5,71.39
45,84,6,76.35
98,50,3,69.56
87,69,3,75.72
48,55,1,43.61
67,44,6,69.27
61,52,3,55.47
92,36,3,64.66
54,100,6,86.0
88,65,4,74.94
84,95,2,80.59
74,68,4,75.28
91,62,6,85.47
93,49,1,58.17
55,55,5,66.82
93,64,2,73.34
46,40,2,42.13
94,78,2,73.88
98,78,7,97.87
85,74,1,69.84
80,45,6,76.94
86,51,1,58.9
97,96,8,111.39
66,74,7,81.94
51,89,6,79.77
97,85,1,75.55
66,77,1,58.44
44,58,2,46.38
51,41,6,58.04
88,48,3,68.56
99,61,7,90.73
59,84,2,67.98
90,85,3,81.68
98,73,1,69.47
96,38,6,77.46
62,40,1,46.55
87,80,1,73.1
99,67,8,100.98
97,71,3,77.59
50,85,2,61.21
78,73,7,89.58
44,43,7,64.71
55,70,2,58.81
55,84,1,58.72
98,62,5,84.95
53,42,8,69.71
92,48,5,73.45
44,90,5,73.32
74,66,3,70.0
90,64,6,85.85
67,92,1,68.68
71,50,5,70.61
73,57,4,65.25
82,96,4,86.44
97,86,1,79.8
65,51,4,65.26
81,89,2,78.03
45,40,2,43.43
92,64,8,94.92
86,96,6,95.34
50,59,4,62.27
45,66,5,64.33
58,72,5,70.11
55,82,2,63.13
98,73,4,81.95
66,85,8,93.81
87,98,7,102.07
82,38,8,80.59
42,92,3,66.85
89,52,3,66.67
58,94,5,78.93
53,76,5,71.44
87,55,8,88.14
90,83,7,96.99
50,48,4,56.14
76,40,1,48.22
90,81,1,74.35
80,60,7,82.01
74,54,7,78.1
62,42,7,67.11
71,59,3,62.99
44,99,8,89.74
69,44,6,70.99
65,55,7,74.06
75,71,2,64.01
57,100,3,74.63
58,36,5,55.3
62,56,3,56.92
69,73,7,85.73
53,87,5,78.21
100,53,3,73.65
87,56,8,91.2
91,53,6,79.19
65,90,3,71.39
72,73,2,65.96
94,62,7,89.98
89,90,3,83.39
79,51,4,67.33
40,41,5,54.23
70,86,6,85.94
53,93,5,76.39
98,37,7,83.8
62,77,3,66.1
73,70,7,83.57
95,53,3,72.35
87,85,1,73.13
88,56,2,67.06
60,65,3,64.42
57,85,2,64.83
45,67,8,74.6
99,74,4,85.23
89,73,6,87.67
73,54,6,73.15
49,73,8,80.01
66,44,5,64.17
42,62,5,61.72
58,36,1,40.2
69,47,4,65.35
60,38,1,45.16
79,91,6,89.84
57,61,6,72.61
83,96,5,90.39
93,97,1,82.87
57,54,8,79.37
63,72,1,56.23
99,40,4,71.81
73,38,1,50.47
94,70,3,76.21
93,66,1,66.16
51,83,8,82.96
40,57,1,42.96
56,78,3,63.9
51,85,4,72.24
66,82,1,62.46
64,54,5,68.34
46,76,3,62.52
46,64,1,45.22
66,62,8,85.54
75,89,7,94.05
69,39,5,62.13
74,93,7,94.7
70,87,1,64.52
63,81,3,71.54
94,58,5,83.66
40,63,4,56.96
54,54,5,65.12
86,75,2,70.33
78,40,1,49.82
97,47,2,64.58
61,36,8,72.1
60,65,7,76.49
62,76,8,89.94
70,79,8,89.43
67,82,6,84.98
90,85,1,75.71
90,81,1,70.16
65,91,5,84.5
52,51,2,46.86
97,65,2,75.53
91,46,6,76.56
64,80,6,79.78
86,92,7,101.61
84,75,6,88.95
80,64,4,72.81
53,60,4,64.04
40,82,4,65.73
100,43,5,78.42
77,38,7,73.75
95,64,5,84.66
74,99,2,79.63
58,61,6,72.77
84,91,2,79.39
70,53,8,81.51
60,97,2,73.25
67,94,8,95.19
49,77,4,67.48
77,75,8,92.2
40,69,2,49.27
74,83,5,80.52
74,62,4,68.35
96,46,5,74.45
99,89,2,84.94
74,52,7,76.75
74,85,4,76.87
78,42,5,66.65
55,87,3,70.15
80,64,4,74.27
56,37,4,55.19
78,39,3,58.73
61,88,2,67.51
83,42,1,54.89
57,98,2,70.01
73,66,1,59.35
75,94,5,88.29
59,58,7,76.16
90,37,7,79.63
56,45,2,48.18
81,49,8,84.92
96,75,6,90.86
69,79,4,75.9
56,50,6,69.04
86,69,4,80.73
81,94,7,99.58
93,91,8,107.38
92,54,2,65.83
52,69,8,81.38
55,94,1,63.2
50,78,7,77.68
88,88,1,76.48
70,44,4,60.03
83,47,6,78.26
66,57,6,70.82
99,83,8,103.43
93,78,4,81.95
81,87,8,99.31
48,90,5,78.03
75,59,1,56.45
67,87,5,82.16
53,85,8,87.58
49,81,6,73.18
75,89,3,79.36
47,65,1,48.19
78,65,8,89.4
58,89,4,72.64
99,39,6,79.83
96,99,3,89.98
83,44,6,73.95
80,53,6,74.29
92,89,1,74.93
80,51,7,78.48
69,72,3,69.53
53,71,6,76.56
72,59,5,71.85
55,55,2,50.93
89,97,6,98.1
69,62,6,78.95
50,78,6,76.62
45,75,5,65.41
92,36,3,65.13
84,63,8,93.25
95,97,1,80.14
85,98,4,92.08
87,48,7,82.63
65,69,1,55.29
44,69,4,62.41
52,84,7,83.47
40,98,8,87.77
52,39,4,54.6
97,61,1,66.85
77,68,2,64.63
81,47,5,68.57
100,75,1,72.46
85,84,7,93.73
96,62,1,64.21
85,84,2,73.4
57,87,1,63.96
57,99,1,66.47
71,88,5,84.96
51,89,5,73.04
83,85,2,72.61
70,35,7,72.8
77,98,6,93.57
42,56,4,52.28
80,87,8,100.45
63,84,3,69.51
48,88,2,60.9
89,88,5,90.61
52,35,8,67.75
71,69,1,59.33
82,54,3,64.75
67,83,5,80.81
44,47,4,49.54
91,73,3,76.16
45,53,5,61.05
69,100,4,85.31
71,40,4,63.05
48,60,6,67.04
79,93,8,102.98
66,39,2,50.07
96,67,3,78.39
42,87,3,60.71
51,35,1,36.03
85,44,5,73.26
89,41,5,71.34
85,51,8,85.49
93,85,8,102.57
50,42,6,59.03
55,72,6,73.39
55,89,5,79.21
49,54,2,47.13
56,48,6,62.63
84,65,2,66.42
92,83,1,71.14
91,51,7,87.6
88,38,2,58.13
42,45,6,58.65
65,93,5,82.64
85,56,5,77.52
46,71,8,78.68
98,97,3,92.87
56,35,8,67.92
69,35,1,47.43
65,67,4,67.51
76,65,5,76.09
64,57,4,62.84
78,65,2,65.59
53,63,7,72.67
88,99,8,109.64
83,40,1,53.66
96,75,2,77.54
43,45,6,58.64
40,90,5,71.71
43,41,6,58.75
63,41,2,48.5
53,41,5,58.57
88,47,2,63.99
74,71,2,65.7
92,38,5,72.52
55,37,3,48.71
61,73,8,86.69
74,97,5,89.08
73,70,3,66.81
68,69,8,88.5
42,42,2,43.49
52,86,4,73.3
84,87,4,81.74
52,62,5,64.51
74,37,2,51.24
70,79,3,74.31
61,70,1,59.01
97,50,8,90.47
56,43,8,70.77
94,74,4,82.2
92,74,7,92.12
55,39,3,47.88
85,97,5,91.09
42,54,2,43.46
80,70,8,91.4
78,92,3,82.54
69,61,6,74.97
64,89,4,74.77
98,87,3,83.03
61,59,7,77.54
67,96,7,92.59
45,62,6,69.78
63,62,6,75.05
57,64,2,55.83
62,84,2,65.78
98,38,3,66.12
94,83,5,93.35
62,73,8,88.47
70,77,1,59.85
41,81,1,50.93
42,95,6,78.23
97,38,3,65.56
98,79,5,90.4
68,35,3,54.0
92,48,7,83.21
83,68,4,78.97
53,64,2,55.81
68,77,3,67.2
81,97,4,90.06
63,68,1,54.83
46,89,4,71.44
84,98,4,86.4
52,92,3,67.0
56,58,5,67.2
80,61,3,68.83
91,76,2,72.69
88,36,5,68.87
98,51,6,81.21
59,50,3,56.21
67,80,2,64.15
83,52,6,75.46
56,87,4,72.88
57,66,1,54.0
71,36,8,77.14
46,80,1,56.51
53,35,1,37.43
80,96,1,75.94
45,40,7,59.02
50,53,5,58.54
75,92,7,93.8
57,48,8,72.71
61,57,3,59.56
63,99,5,84.92
100,65,2,76.62
81,92,1,74.22
55,36,1,43.31
64,40,7,71.38
83,46,2,58.73
100,95,6,100.76
95,66,7,92.52
72,100,2,75.2
90,78,7,96.39
87,63,7,88.62
63,40,3,53.84
47,55,4,56.82
95,36,2,60.46
100,35,5,74.35
96,74,3,78.84
65,59,8,83.0
62,72,8,86.1
43,72,3,58.99
62,55,4,64.54
57,58,8,77.24
50,65,5,66.13
96,38,8,87.78
40,38,8,63.81
78,96,8,103.56
61,93,4,79.51
55,72,3,60.34
49,42,5,58.87
99,96,4,92.76
61,48,3,55.96
69,39,7,72.97
75,41,3,59.42
88,84,1,75.69
67,90,8,96.26
65,89,1,63.12
41,80,5,68.85
41,72,2,53.62
40,88,2,60.22
50,90,3,66.79
70,86,4,78.44
45,72,4,59.92
92,41,6,79.49
95,64,4,80.93
88,95,5,95.23
92,83,8,103.03
78,99,8,104.97
88,60,1,62.08
64,65,3,65.16
78,36,4,60.74
47,86,1,58.76
80,84,5,83.59
54,69,8,81.81
51,45,1,43.31
51,39,2,41.53
94,94,1,77.7
63,88,2,68.2
80,60,3,70.83
90,82,8,99.92
55,95,7,88.52
48,64,2,50.78
90,81,2,75.42
87,41,7,77.9
48,40,1,37.65
48,98,6,83.18
92,84,3,81.25
92,88,4,90.5
48,59,7,68.68
94,84,5,90.23
45,78,5,67.49
79,43,6,74.42
70,73,5,79.65
42,50,5,58.18
88,83,1,72.24
65,71,7,82.48
72,58,2,61.1
41,100,5,74.41
47,78,4,63.08
86,77,7,90.29
47,92,6,77.82
44,37,4,48.18
55,83,8,89.73
79,89,7,95.24
66,45,8,75.07
42,75,2,57.75
90,67,6,88.94
99,83,3,83.4
93,48,2,65.85
95,74,3,80.56
60,35,4,56.18
66,40,4,56.19
40,41,8,66.11
88,85,3,79.88
53,67,4,65.99
62,61,1,52.31
96,46,5,79.21
94,39,2,63.55
63,87,4,76.4
100,40,3,65.24
62,43,3,54.62
61,74,2,63.55
92,53,6,83.03
46,99,4,72.79
92,42,4,68.64
60,76,2,64.33
63,85,1,64.58
43,80,5,71.67
68,78,1,63.14
85,49,4,72.46
91,51,7,85.49
45,60,3,51.42
65,41,8,73.93
51,58,3,58.49
47,58,6,68.2
60,47,7,72.68
86,57,1,63.46
40,63,7,70.8
79,97,5,91.63
97,85,5,89.9
49,92,5,74.23
67,58,4,68.59
52,84,8,83.71
95,40,7,80.61
91,99,6,97.1
65,59,6,73.11
56,45,5,62.31
46,93,6,82.55
47,47,5,60.34
61,38,5,58.45
41,41,1,36.72
84,40,5,70.19
46,48,7,63.7
79,56,4,69.34
99,99,8,109.23
78,85,7,90.31
99,37,4,69.66
58,54,6,71.26
44,43,1,40.82
52,56,5,63.26
53,99,1,63.33
69,80,8,88.72
70,69,4,69.62
48,35,8,66.46
89,38,7,81.69
78,80,8,94.45
90,85,3,81.22
75,89,1,66.91
41,80,1,51.37
98,98,5,99.34
78,81,5,81.06
72,48,2,58.59
68,100,2,76.05
72,42,6,70.93
90,100,8,107.65
80,46,3,63.23
80,65,4,73.89
75,87,4,79.58
66,75,7,82.96
44,54,4,52.29
57,63,2,58.27
80,41,7,76.76
96,75,6,94.36
67,70,2,61.18
58,85,1,62.03
51,91,6,79.26
97,84,6,95.69
71,49,6,72.16
55,92,8,88.38
67,70,4,72.86
80,62,1,61.32
61,40,3,52.89
45,52,2,45.38
95,43,1,57.5
78,86,1,66.61
78,35,5,62.7
81,39,5,70.01
62,94,6,88.1
41,54,1,40.27
91,54,2,65.22
70,80,7,86.2
41,43,1,39.33
91,94,7,104.81
99,93,3,89.61
54,69,3,59.76
63,41,5,60.21
53,35,4,51.24
63,84,3,71.05
63,59,6,75.41
48,57,3,55.31
97,88,2,83.53
82,37,3,62.54
73,90,1,71.56
61,66,2,60.68
72,37,3,52.81
57,41,3,48.41
66,84,6,86.15
80,65,7,83.3
64,69,1,58.49
76,83,6,87.77
59,90,7,87.15
79,41,3,57.57
97,81,1,72.71
53,83,6,77.48
46,92,7,83.54
76,37,6,72.2
61,36,5,56.9
67,100,3,79.11
53,93,2,65.99
88,52,4,72.28
75,43,4,63.8
46,90,2,61.52
100,70,8,99.9
58,74,5,74.62
60,94,5,83.22
71,43,4,64.39
90,54,6,80.18
89,95,4,90.88
100,41,1,59.74
76,98,4,87.28
94,89,8,104.22
94,100,2,85.08
50,86,8,83.63
72,86,3,77.18
42,49,8,65.76
53,82,4,72.61
73,82,3,74.72
48,98,3,67.58
92,39,7,79.78
45,94,3,64.97
83,67,8,92.71
88,98,6,98.83
57,50,8,77.65
77,56,4,69.85
76,40,1,50.04
88,80,5,86.8
65,66,8,83.65
65,100,7,91.13
